target,delayed_rate,model,accuracy,precision,recall,f1,roc_auc,actual_delayed_rate,predicted_delayed_rate
delayed,0.5361211177100574,majority_baseline,0.5361211177100574,0.5361211177100574,1.0,0.6980193313262557,,0.5361211177100574,1.0
delayed,0.5361211177100574,logistic_regression,0.5841690195696622,0.5687326538055001,0.9282867721985129,0.7053308598062064,0.6488120817749943,0.5361211177100574,0.8750581464533368
delayed,0.5361211177100574,random_forest,0.5891128203463906,0.5696192635446798,0.9556181078926924,0.713775433308214,0.6879043050284428,0.5361211177100574,0.8994201581583531
delayed_30,0.558400675039756,majority_baseline,0.558400675039756,0.558400675039756,1.0,0.7166329994377225,,0.558400675039756,1.0
delayed_30,0.558400675039756,logistic_regression,0.6007529289585565,0.5904908352810924,0.9299275446549652,0.7223191982423932,0.6538688941319093,0.558400675039756,0.8793907333484785
delayed_30,0.558400675039756,random_forest,0.6014398684537912,0.5857291225464314,0.9778662482079896,0.7326252689713231,0.6896596282819596,0.558400675039756,0.9322418027023226
delayed_top25,0.2642823916312379,majority_baseline,0.7357176083687621,0.0,0.0,0.0,,0.2642823916312379,0.0
delayed_top25,0.2642823916312379,logistic_regression,0.3952714763249278,0.2825977327521294,0.8372492836676217,0.422566200282,0.6048532260065962,0.2642823916312379,0.7829866182022739
delayed_top25,0.2642823916312379,random_forest,0.3395157887904456,0.2829775004592347,0.9773843634875152,0.4388863104784049,0.6429479562903918,0.2642823916312379,0.912812773829228
